Age (years),Sex,Height (cm),Initial LBM (kg),Training Experience (years),Training Frequency (sessions per week),Average Reps per Set,Average Load per Exercise (kg),Average Daily Calories (kcal),Average Daily Protein Intake (grams),Average Sleep Duration per Night (hours),Sleep Quality (1–10 scale),Stress Level (1–10 scale),Creatine Supplement Use,Training Duration (Weeks),LBM after the training period (kg)
18,Male,173.5,53.5,0.3,5,15,44.6,2329.0,123.0,10.0,10.0,1.0,Yes,48,59.8
30,Male,176.2,58.4,1.9,5,9,88.1,2680.0,172.0,8.3,9.3,1.0,No,14,61.7
22,Female,165.3,53.6,2.6,6,9,43.9,2374.0,168.0,7.7,6.5,1.0,No,19,55.2
18,Male,174.1,57.1,0.6,5,11,10.7,2729.0,183.0,7.3,6.2,3.0,No,32,59.1
21,Female,165.4,46.8,0.3,1,9,34.6,1948.0,96.0,7.5,4.3,6.0,No,49,48.2
25,Female,176.6,57.0,2.8,4,15,64.6,2698.0,148.0,6.4,3.9,8.0,No,20,58.2
18,Male,184.2,74.4,0.6,3,13,59.9,2501.0,152.0,6.4,5.3,6.7,Yes,11,75.8
36,Male,185.9,74.9,1.8,7,9,51.2,2672.0,166.0,8.6,7.6,1.2,No,32,76.6
22,Male,173.4,57.9,3.0,7,14,60.7,2828.0,132.0,7.3,6.5,4.5,Yes,14,59.5
35,Female,164.4,47.5,0.3,4,7,18.3,2186.0,143.0,4.2,1.0,8.1,No,17,47.7
18,Male,165.1,50.5,1.5,2,15,70.3,2037.0,120.0,7.6,6.5,1.8,No,8,50.7
39,Female,166.3,49.9,2.9,4,7,13.4,2076.0,131.0,7.8,7.0,1.8,No,10,50.6
18,Female,167.1,49.6,0.3,4,11,88.2,2618.0,115.0,9.2,7.9,4.1,Yes,6,50.4
18,Male,173.6,60.1,0.1,5,12,58.4,2738.0,149.0,8.4,5.8,4.0,No,34,61.4
42,Male,184.5,67.8,0.8,7,13,40.1,2803.0,145.0,5.3,1.0,9.5,Yes,27,70.5
21,Female,154.4,40.8,3.6,6,11,11.4,2342.0,128.0,5.9,3.9,6.3,Yes,32,41.3
48,Male,170.7,58.1,0.5,4,8,35.3,2411.0,182.0,7.6,5.8,8.7,Yes,20,59.0
36,Female,164.7,48.2,0.6,5,9,38.0,2351.0,127.0,6.8,4.5,6.6,Yes,8,48.8
38,Male,165.3,56.6,0.1,2,8,35.7,2685.0,118.0,5.4,1.7,9.1,No,4,55.7
40,Female,164.2,47.5,0.6,6,15,26.1,2486.0,126.0,6.6,4.7,3.0,No,28,48.7
31,Female,152.2,42.2,1.6,4,15,60.6,2135.0,127.0,6.1,3.1,8.8,No,10,41.8
31,Female,156.2,40.4,3.3,2,9,38.1,1862.0,80.0,9.5,9.1,1.0,No,15,40.6
43,Male,170.0,55.5,0.4,1,12,29.7,2140.0,130.0,7.7,5.2,1.8,No,41,56.5
31,Male,164.6,59.7,0.7,6,14,124.5,2761.0,210.0,9.4,8.4,1.6,No,21,63.0
23,Female,161.7,47.0,0.6,6,15,29.3,2465.0,135.0,8.2,7.1,4.2,No,19,49.6
36,Male,174.5,63.4,1.7,6,14,61.6,2836.0,121.0,6.1,3.6,5.7,No,50,68.4
18,Male,173.7,54.6,1.6,3,8,40.4,2464.0,155.0,8.4,7.8,1.8,Yes,27,56.9
43,Female,174.9,56.1,0.9,2,15,102.2,1871.0,116.0,8.1,5.9,5.4,No,34,58.6
43,Male,178.2,61.3,4.4,7,7,98.1,3205.0,184.0,6.9,4.2,7.0,Yes,32,64.3
42,Male,183.3,71.3,2.9,6,4,84.5,3138.0,190.0,7.5,3.9,5.4,No,23,74.6
42,Male,172.6,56.1,1.5,2,11,37.1,2722.0,142.0,8.1,7.5,1.0,Yes,36,57.1
29,Female,165.8,48.0,1.8,4,14,80.3,2323.0,104.0,5.2,2.1,6.9,No,22,49.3
29,Female,167.7,51.4,0.7,3,10,10.0,2078.0,113.0,5.7,2.8,8.0,Yes,36,51.8
18,Male,181.7,62.2,7.4,7,8,123.8,3066.0,164.0,5.6,3.0,4.9,No,14,64.1
47,Male,177.4,62.3,0.7,2,11,45.5,2232.0,130.0,7.0,5.4,3.1,No,8,61.4
25,Male,180.3,62.4,2.0,5,9,58.4,2531.0,202.0,8.3,6.7,3.7,Yes,45,65.2
33,Female,159.0,43.8,3.5,7,7,51.4,2508.0,132.0,7.4,6.7,6.3,No,46,47.2
33,Male,163.8,50.8,8.0,1,5,84.9,2686.0,110.0,7.2,5.3,2.8,No,52,55.8
18,Female,158.8,42.7,2.7,7,5,41.9,1921.0,159.0,8.8,7.6,1.3,No,9,45.2
18,Male,174.3,60.8,0.1,3,7,42.6,2436.0,146.0,5.2,2.2,6.1,No,43,62.8
30,Female,164.2,53.6,0.4,2,7,40.5,2113.0,119.0,8.0,5.9,3.7,Yes,8,52.6
25,Male,188.8,68.3,2.0,6,8,88.9,2931.0,182.0,6.3,5.0,4.2,No,47,71.7
29,Female,159.7,41.8,0.4,6,13,94.2,2507.0,144.0,7.7,5.4,1.8,Yes,32,46.3
41,Male,178.5,60.7,1.6,7,7,62.5,2791.0,197.0,6.8,3.9,3.8,No,41,61.8
32,Male,169.4,59.8,2.6,4,13,44.8,2147.0,128.0,8.8,6.7,4.6,No,31,61.7
38,Female,171.8,53.1,2.7,2,8,64.2,1765.0,151.0,8.8,9.1,1.0,No,17,53.7
34,Female,162.7,48.6,1.3,6,13,89.0,2556.0,128.0,7.1,2.7,9.1,No,44,51.7
27,Male,189.5,73.4,0.2,5,5,33.7,2329.0,214.0,6.5,2.8,5.6,No,43,76.4
20,Female,171.3,52.3,1.0,6,10,64.7,2558.0,180.0,8.7,9.2,2.4,No,40,55.7
33,Female,151.5,39.9,0.6,4,14,92.2,2204.0,138.0,7.2,4.9,7.1,No,52,44.2
31,Female,163.1,50.7,3.7,5,7,57.9,2221.0,157.0,8.1,7.0,4.5,No,51,53.3
39,Male,179.2,62.1,5.2,2,15,74.8,2400.0,165.0,6.1,3.8,4.8,No,41,67.4
28,Male,175.4,63.2,4.6,2,10,69.8,2601.0,113.0,5.8,1.8,6.9,No,51,67.2
27,Male,162.2,47.2,1.3,1,8,51.3,2220.0,72.0,6.5,4.2,6.5,No,39,49.4
28,Male,189.9,74.3,0.8,3,9,112.8,2440.0,224.0,6.9,4.4,3.9,No,7,73.7
21,Female,166.8,49.2,3.4,6,6,69.0,2541.0,169.0,5.0,1.9,8.0,No,46,53.4
44,Male,167.6,56.8,1.3,3,12,74.3,2482.0,114.0,5.7,2.2,7.3,Yes,38,60.7
41,Male,176.8,63.9,2.7,4,10,29.4,2600.0,171.0,7.4,6.2,1.9,No,15,62.7
18,Female,164.5,51.9,0.8,6,15,49.7,2490.0,162.0,5.8,2.8,4.6,Yes,47,55.9
38,Female,171.8,56.1,4.7,3,6,72.0,2007.0,149.0,6.2,3.7,4.7,No,18,57.6
18,Male,167.8,52.8,5.4,7,12,65.7,2933.0,161.0,6.3,2.9,10.0,No,16,54.8
40,Male,166.6,55.5,0.5,7,12,89.0,3195.0,150.0,6.0,3.4,10.0,No,8,55.5
23,Female,152.9,38.0,1.5,3,12,38.2,1942.0,92.0,6.9,7.1,3.8,No,16,38.9
34,Male,175.0,67.7,2.3,7,8,71.6,2619.0,196.0,4.0,1.0,7.1,No,34,70.3
18,Female,164.0,48.0,0.6,7,9,86.4,2422.0,156.0,7.2,6.4,1.0,No,33,53.5
18,Female,155.6,44.6,0.4,7,4,53.9,2067.0,151.0,6.3,5.9,2.7,No,17,46.7
35,Male,172.2,59.2,0.5,4,4,81.7,2871.0,138.0,7.6,5.9,3.6,No,51,61.5
23,Female,166.8,53.2,3.6,5,4,70.9,2288.0,147.0,6.7,4.8,7.8,No,37,56.9
22,Female,151.2,39.8,0.8,5,11,35.9,2035.0,110.0,6.4,2.5,8.4,Yes,48,41.9
44,Male,171.9,58.2,1.4,6,10,45.0,2826.0,150.0,7.3,5.6,1.0,No,21,58.2
52,Female,172.6,50.4,0.0,2,5,75.2,1908.0,136.0,6.7,5.8,4.9,No,26,53.5
39,Female,175.2,62.0,0.6,5,9,65.8,1897.0,198.0,8.2,7.2,1.8,No,50,64.9
19,Female,172.8,51.7,1.5,4,13,37.7,2162.0,125.0,5.6,1.4,8.5,No,25,53.6
48,Female,178.5,55.5,0.9,7,6,50.7,2427.0,171.0,8.4,8.3,2.6,No,5,56.2
18,Male,175.4,60.3,4.2,1,8,41.0,2134.0,119.0,6.8,5.5,7.8,No,34,61.8
27,Male,174.5,62.8,1.5,7,8,30.6,2532.0,214.0,7.4,7.3,1.0,No,10,62.6
31,Male,182.6,66.6,2.7,7,14,77.8,2620.0,199.0,4.9,2.4,8.5,No,25,68.2
49,Male,183.2,71.3,1.9,1,9,53.2,2662.0,146.0,6.9,5.0,3.4,Yes,50,75.5
39,Male,179.8,70.8,7.2,6,12,58.0,3055.0,125.0,9.8,10.0,1.0,Yes,23,72.1
25,Female,154.0,41.6,1.3,6,6,13.0,2144.0,126.0,8.0,6.2,2.5,No,48,42.0
21,Female,155.0,39.8,0.6,3,7,56.5,2048.0,151.0,6.1,3.6,9.3,No,51,40.7
40,Female,174.9,59.3,0.2,6,6,72.5,2145.0,155.0,6.7,5.1,5.6,No,5,59.2
25,Female,164.9,46.7,6.1,2,4,50.0,2170.0,98.0,6.4,3.9,7.4,Yes,50,48.6
32,Female,172.5,50.5,0.1,3,10,59.7,2189.0,96.0,7.5,5.2,8.3,No,27,51.3
18,Male,186.5,68.2,0.9,5,15,67.1,2497.0,127.0,7.8,7.6,6.7,No,43,71.7
36,Female,158.6,42.3,0.1,1,14,47.7,2166.0,77.0,8.4,6.4,4.9,No,30,43.2
35,Male,179.9,62.4,1.4,3,8,66.1,2817.0,141.0,6.9,5.0,5.0,No,7,62.0
18,Female,168.7,52.9,0.2,3,13,55.3,2046.0,126.0,6.5,3.5,3.4,Yes,21,54.1
40,Female,172.4,52.7,0.4,7,15,62.0,2518.0,149.0,4.8,2.1,8.4,No,22,53.9
36,Male,168.2,57.5,2.7,1,12,66.1,2385.0,112.0,8.7,8.3,1.0,No,19,59.1
37,Female,167.9,49.9,0.1,1,8,48.0,1901.0,85.0,7.4,4.8,4.8,No,35,53.2
26,Male,177.4,55.2,2.1,2,8,87.9,2592.0,110.0,6.7,3.0,5.2,No,42,57.9
32,Male,175.0,62.0,5.3,2,10,54.8,2861.0,151.0,6.9,5.3,1.3,No,50,65.4
31,Female,172.8,59.0,3.6,2,6,31.4,1939.0,160.0,6.7,4.2,9.0,No,17,59.9
29,Male,170.2,55.9,1.6,3,11,50.8,2593.0,140.0,8.0,5.5,5.9,No,50,58.7
32,Male,184.2,66.3,0.0,6,14,40.1,2799.0,178.0,5.7,4.0,7.9,No,20,67.4
43,Female,158.0,43.7,6.0,7,9,52.9,2244.0,151.0,10.0,9.6,1.0,Yes,51,47.7
41,Female,168.9,50.4,0.5,7,15,25.8,2205.0,146.0,6.0,3.0,3.9,No,33,52.3
18,Female,161.6,47.1,3.1,7,13,63.8,2555.0,150.0,6.4,4.8,5.3,No,44,51.4
40,Female,159.2,44.1,0.7,5,5,52.8,2500.0,147.0,7.1,3.7,3.8,No,36,45.6
42,Male,168.2,56.1,1.2,7,8,77.5,3244.0,194.0,8.2,7.4,2.3,No,17,56.8
28,Male,184.4,65.9,1.1,7,9,52.0,3018.0,176.0,5.9,3.5,5.4,No,20,65.8
35,Female,165.2,50.0,3.3,1,9,83.0,1912.0,76.0,7.4,5.7,3.5,No,9,50.6
35,Female,165.5,47.6,0.7,3,6,60.2,2262.0,118.0,4.1,1.0,8.6,Yes,6,49.0
22,Male,171.1,58.0,0.4,4,6,34.2,2534.0,159.0,8.5,8.5,2.1,No,15,60.3
26,Female,159.4,44.5,0.0,1,5,15.6,1687.0,109.0,5.2,1.0,10.0,No,9,43.7
38,Female,158.5,46.0,0.1,4,9,38.1,2084.0,134.0,8.0,6.1,4.1,No,7,46.9
25,Female,167.3,48.8,1.8,6,8,29.7,2306.0,142.0,8.9,9.6,2.3,No,23,50.8
40,Female,170.9,51.0,5.3,1,12,55.7,2288.0,136.0,5.7,3.7,2.2,Yes,15,51.9
43,Male,180.2,66.6,0.9,6,8,67.1,2870.0,174.0,7.4,6.9,4.3,No,39,69.3
41,Female,173.6,55.3,0.9,5,9,36.6,2053.0,172.0,5.7,2.9,5.2,Yes,36,56.7
50,Female,167.4,50.1,0.9,2,9,33.1,2167.0,74.0,7.2,5.8,1.7,Yes,43,52.3
29,Male,188.7,70.8,2.6,4,8,50.4,2938.0,160.0,8.0,7.8,2.5,No,41,73.8
32,Female,168.9,49.7,3.9,5,10,61.6,2334.0,145.0,8.0,6.1,5.3,No,4,51.9
33,Male,189.2,74.1,0.5,3,7,59.0,2586.0,142.0,7.4,5.0,3.1,No,8,73.2
29,Male,181.9,69.2,0.8,2,9,42.3,2340.0,109.0,6.2,3.9,5.5,No,47,71.7
35,Female,164.1,49.3,0.6,7,8,48.7,2428.0,168.0,7.0,5.2,8.7,No,51,52.1
18,Male,179.3,65.1,2.6,5,6,33.6,2494.0,151.0,6.9,5.8,3.6,No,47,68.7
32,Male,158.6,49.1,0.7,5,4,47.6,2572.0,145.0,7.7,5.8,4.2,No,5,49.5
18,Female,155.6,39.8,0.9,7,10,67.7,2494.0,113.0,6.4,3.1,7.5,No,49,43.1
20,Male,176.0,57.5,7.4,5,14,69.9,2751.0,182.0,7.7,7.7,1.0,No,24,59.0
37,Male,180.1,62.1,1.8,1,11,23.3,2402.0,161.0,7.7,6.7,1.0,No,33,62.1
28,Male,176.8,61.6,1.3,2,4,53.5,2474.0,89.0,8.8,7.9,2.6,Yes,22,62.8
37,Male,179.3,62.8,0.6,1,12,66.6,2206.0,88.0,7.6,5.2,4.7,Yes,17,62.7
28,Female,158.2,45.0,0.9,3,5,71.2,2415.0,130.0,4.3,1.7,8.4,No,49,48.7
41,Female,165.7,50.3,0.4,2,9,13.3,1871.0,86.0,7.5,6.7,7.6,No,11,50.3
28,Female,165.1,48.5,0.5,3,9,56.0,1953.0,138.0,7.1,4.8,3.7,Yes,48,53.6
18,Female,166.7,51.8,4.6,2,6,65.8,1834.0,94.0,6.6,5.2,6.2,Yes,37,54.8
32,Male,168.1,53.0,5.1,1,13,62.0,2401.0,105.0,9.1,8.5,3.2,Yes,18,55.0
18,Female,167.0,53.4,4.6,4,6,66.7,1801.0,123.0,5.8,3.5,6.8,No,37,55.9
18,Female,159.8,47.1,1.0,1,7,13.0,1500.0,98.0,6.3,4.1,6.3,No,41,47.6
21,Female,155.7,38.1,1.8,2,14,52.0,2407.0,72.0,7.3,5.6,6.2,No,43,42.7
20,Female,160.6,47.5,1.8,6,10,42.8,2062.0,132.0,7.3,4.7,5.7,No,15,47.1
25,Female,161.3,48.0,1.4,6,5,34.6,2123.0,138.0,6.8,1.5,8.0,Yes,8,48.9
20,Female,169.0,57.8,0.8,4,6,81.3,2171.0,144.0,7.2,6.3,4.2,No,7,59.8
18,Male,188.8,75.1,0.8,4,7,77.8,2664.0,141.0,9.1,8.6,2.1,Yes,8,74.6
45,Female,158.0,40.2,6.8,6,4,32.5,2276.0,108.0,7.5,5.4,4.7,Yes,50,44.4
23,Male,174.6,58.2,3.5,4,13,120.3,2728.0,100.0,5.5,2.5,6.8,No,9,59.8
18,Male,173.9,58.0,1.7,2,15,67.8,1987.0,131.0,7.9,6.4,2.0,No,46,62.0
26,Male,176.9,66.2,0.2,5,14,36.3,2938.0,186.0,6.7,2.5,7.3,Yes,22,67.8
19,Male,168.4,56.2,1.2,6,11,60.5,2596.0,139.0,8.6,8.0,1.0,No,22,57.9
21,Male,172.9,54.4,1.1,4,13,81.7,2836.0,122.0,6.4,4.9,10.0,No,12,55.6
37,Male,182.5,65.0,1.4,4,15,80.6,2366.0,181.0,7.1,5.7,3.5,No,28,65.1
26,Female,166.5,51.8,0.9,4,10,32.2,2301.0,123.0,7.0,2.9,7.6,Yes,32,52.5
18,Female,163.1,53.0,3.5,7,12,58.9,2341.0,167.0,7.1,3.3,10.0,No,38,55.5
34,Female,156.7,41.3,1.4,5,15,79.3,2219.0,136.0,6.5,3.6,9.8,Yes,44,48.1
41,Male,177.3,65.9,4.8,6,15,85.4,2903.0,156.0,8.0,4.9,2.2,No,49,69.9
35,Female,162.1,44.1,5.7,3,15,69.9,2305.0,76.0,7.3,6.0,3.6,No,37,45.0
18,Female,155.5,41.5,1.1,1,12,46.4,1995.0,64.0,7.8,5.6,4.2,No,28,42.1
19,Male,176.5,60.9,0.6,3,4,10.0,2487.0,121.0,7.7,7.3,1.6,No,4,60.0
30,Female,165.5,52.8,3.1,1,12,54.4,2191.0,106.0,5.4,4.2,3.2,No,25,52.5
28,Female,156.9,41.6,4.2,2,7,32.9,1804.0,115.0,8.0,7.5,4.9,No,4,40.6
27,Male,172.1,60.1,0.3,6,9,68.0,3003.0,132.0,7.8,6.3,2.9,No,26,63.0
20,Female,172.3,54.7,1.5,5,13,10.0,2523.0,120.0,8.6,6.7,5.6,Yes,28,58.0
18,Female,170.5,52.7,0.0,1,4,23.8,1758.0,92.0,8.2,7.1,2.2,Yes,20,54.0
50,Male,184.2,72.7,0.6,6,8,88.9,2429.0,192.0,7.9,5.7,3.5,No,20,75.6
30,Male,169.0,56.2,3.8,3,15,58.5,2756.0,165.0,7.2,3.9,7.4,No,5,56.0
36,Male,182.0,60.8,1.8,3,6,54.9,2145.0,134.0,4.8,1.0,9.1,No,45,62.6
30,Male,181.3,61.4,1.3,3,14,70.1,2321.0,144.0,7.4,4.5,8.0,No,38,63.0
30,Male,175.3,58.0,1.0,7,4,59.1,2399.0,182.0,7.0,4.9,2.6,Yes,22,58.1
29,Male,182.1,70.6,0.1,3,4,64.9,2550.0,143.0,7.0,4.3,2.6,No,25,73.0
19,Male,179.9,61.3,1.5,7,8,42.4,2507.0,188.0,6.7,3.7,5.9,No,11,62.5
18,Female,167.8,52.3,5.1,6,6,43.4,2362.0,157.0,8.3,7.1,2.0,No,12,54.4
34,Male,181.2,68.2,2.1,7,10,101.0,3067.0,203.0,5.6,3.2,5.1,No,42,70.7
32,Male,177.4,64.6,0.9,7,12,63.3,2908.0,143.0,5.4,3.2,6.3,No,18,65.7
39,Male,172.8,56.6,2.5,7,5,110.8,3032.0,168.0,6.6,3.8,6.8,No,40,59.7
37,Male,172.7,59.7,1.8,6,10,66.5,2766.0,177.0,7.4,5.3,7.0,No,31,60.8
22,Male,175.5,59.6,1.0,4,10,45.4,2766.0,134.0,7.3,4.0,5.2,Yes,38,60.5
41,Male,182.9,68.2,0.5,4,11,32.7,2560.0,175.0,7.7,7.7,4.7,No,37,69.5
38,Male,181.4,64.2,0.9,1,15,78.8,2526.0,92.0,7.2,7.1,4.1,Yes,24,67.0
37,Female,155.1,39.4,1.8,4,7,56.2,2111.0,133.0,8.2,6.9,1.0,Yes,6,40.8
52,Female,160.7,46.3,2.0,4,8,38.5,1974.0,105.0,7.4,6.3,4.8,No,52,48.2
50,Male,175.5,58.6,1.2,6,10,81.2,3154.0,150.0,8.0,5.3,7.5,Yes,23,62.6
37,Male,190.7,75.4,1.3,4,9,83.7,2698.0,172.0,8.8,8.3,2.6,No,49,79.7
36,Female,163.0,47.8,11.5,7,11,65.5,2495.0,159.0,8.2,6.6,3.1,No,31,50.0
41,Female,166.2,49.4,2.7,6,7,105.8,2516.0,150.0,5.8,3.3,9.2,Yes,45,54.3
24,Male,179.3,65.0,0.9,2,10,56.9,2439.0,161.0,5.4,2.7,7.9,No,17,66.2
24,Female,164.8,48.8,1.6,2,10,44.7,1906.0,115.0,7.4,5.2,5.3,No,35,50.7
37,Female,152.8,41.1,4.9,6,4,103.8,2103.0,126.0,8.0,5.5,4.8,No,7,41.4
21,Male,175.9,61.5,1.0,5,14,79.6,2662.0,160.0,8.2,9.1,1.0,Yes,17,64.0
36,Female,150.7,44.2,1.9,4,13,61.7,1981.0,86.0,5.3,2.2,6.1,No,14,45.9
32,Female,161.6,46.1,0.2,1,14,81.3,1946.0,97.0,7.2,4.6,6.2,No,24,47.7
21,Female,175.0,57.3,2.3,7,11,51.6,2497.0,191.0,7.8,5.7,3.3,No,26,59.1
30,Male,175.1,60.6,1.4,1,15,54.8,2143.0,81.0,6.2,4.1,9.1,No,36,63.2
43,Male,181.0,62.1,2.0,4,12,65.3,2145.0,171.0,7.7,5.0,5.4,No,28,65.1
31,Male,167.3,54.3,0.1,5,11,75.3,2478.0,148.0,8.1,7.2,3.0,Yes,43,60.2
31,Male,183.2,67.2,0.2,5,6,21.0,2563.0,182.0,9.1,8.1,1.0,No,20,69.7
33,Female,167.0,50.9,1.2,7,9,41.7,2696.0,142.0,7.4,6.8,1.0,No,27,53.1
35,Female,169.1,51.1,0.5,7,11,24.4,2644.0,174.0,8.6,6.6,3.1,Yes,43,54.3
27,Female,173.8,53.9,2.2,6,13,39.6,2791.0,130.0,6.2,5.0,2.3,No,11,53.6
34,Female,158.3,43.3,0.5,6,12,71.2,2153.0,149.0,6.0,2.6,8.4,Yes,9,44.7
20,Male,176.2,60.5,0.4,3,8,70.2,2186.0,143.0,7.7,5.5,5.9,No,7,60.9
22,Female,153.4,43.3,2.5,3,7,51.7,2124.0,141.0,6.4,5.0,6.4,No,36,44.9
23,Female,166.5,47.8,0.2,6,10,74.7,2370.0,137.0,6.8,3.6,4.3,No,29,51.4
35,Male,177.7,64.4,0.4,6,10,70.9,3194.0,165.0,8.2,6.6,2.8,No,35,68.1
32,Female,164.1,48.7,0.2,4,9,63.4,1963.0,69.0,6.8,5.2,4.2,No,25,50.5
29,Male,171.2,57.6,0.9,1,4,46.1,2355.0,93.0,6.3,4.6,6.2,No,51,59.2
37,Female,158.8,47.0,0.2,2,10,11.2,2297.0,135.0,9.7,8.9,2.2,No,22,48.0
34,Male,178.8,59.8,2.0,3,5,101.2,2801.0,183.0,6.1,3.3,5.5,No,44,65.5
27,Male,176.4,61.0,5.5,4,6,54.4,2415.0,166.0,7.6,5.4,6.2,No,51,61.6
20,Female,166.2,53.4,0.7,7,10,30.6,2349.0,177.0,6.0,4.8,6.4,No,22,53.9
22,Female,171.9,59.9,0.1,7,6,50.9,2418.0,139.0,7.0,5.1,4.6,No,8,59.9
18,Male,174.9,54.6,2.0,5,10,52.1,2437.0,158.0,5.7,2.8,10.0,Yes,18,56.0
31,Male,183.0,64.5,0.8,3,8,64.6,2508.0,171.0,8.6,7.3,3.9,No,8,66.2
21,Male,172.7,56.4,1.5,2,5,42.5,2562.0,100.0,6.6,4.9,2.0,Yes,6,57.0
25,Female,184.7,63.9,0.2,1,14,34.9,1923.0,157.0,8.3,7.9,3.7,Yes,25,66.7
29,Female,161.3,42.8,0.9,6,4,32.0,2604.0,126.0,6.4,5.0,1.8,Yes,30,44.4
40,Female,169.8,54.9,3.9,1,10,45.0,2100.0,127.0,7.9,8.3,2.0,No,12,55.2
39,Male,179.9,63.4,0.7,7,15,43.4,2797.0,187.0,8.5,7.2,5.8,No,49,64.1
29,Female,160.8,51.1,2.1,1,14,40.4,1896.0,78.0,6.0,3.2,6.0,No,51,52.6
43,Male,174.6,57.9,2.7,4,9,53.8,3011.0,140.0,6.9,5.6,7.8,No,23,60.0
18,Female,162.2,44.6,0.7,4,8,49.1,2028.0,107.0,5.4,1.0,8.5,No,46,47.3
49,Male,174.8,58.1,2.9,5,9,46.5,2663.0,155.0,7.2,4.5,7.8,No,33,59.5
37,Male,172.6,62.3,1.5,2,9,33.3,2114.0,148.0,5.6,1.0,10.0,No,49,62.5
31,Female,164.6,48.1,0.8,2,4,30.6,2226.0,104.0,6.8,5.8,4.1,Yes,12,48.1
21,Male,170.3,60.4,0.5,2,13,18.3,2280.0,140.0,7.4,6.8,3.8,No,16,62.2
26,Female,161.5,45.0,0.6,5,11,39.5,2423.0,120.0,7.9,6.2,7.6,No,31,46.5
36,Female,154.9,39.8,0.7,5,4,10.0,1968.0,124.0,9.0,6.9,2.6,No,48,40.9
36,Male,185.0,64.4,0.9,2,13,43.1,1955.0,156.0,7.2,4.8,2.4,No,46,67.7
37,Male,156.3,50.0,3.4,6,6,79.9,3046.0,144.0,6.7,3.7,6.2,No,13,50.0
23,Female,162.0,48.1,2.6,3,4,59.8,2155.0,132.0,7.3,4.1,4.7,Yes,10,48.5
21,Female,171.7,54.0,4.3,3,14,55.9,2384.0,135.0,8.6,7.4,5.6,Yes,17,55.4
32,Male,176.4,59.7,0.3,2,5,38.7,2549.0,111.0,6.0,2.4,7.8,No,50,61.7
38,Male,168.0,53.3,1.9,2,14,73.7,2489.0,93.0,5.6,1.9,8.0,No,7,53.4
30,Female,173.4,53.8,0.8,1,14,12.7,1810.0,97.0,6.5,3.3,7.9,No,52,53.8
45,Female,172.8,54.0,4.3,7,9,51.1,2383.0,147.0,6.1,3.1,7.4,No,41,57.4
30,Male,178.7,62.6,0.8,3,8,43.5,2494.0,170.0,8.1,6.9,3.1,Yes,43,64.6
30,Male,178.6,66.2,3.3,6,7,69.6,2579.0,153.0,6.7,4.7,6.1,Yes,50,70.9
37,Female,171.7,53.5,6.4,7,15,55.8,2529.0,173.0,8.1,6.3,3.6,No,48,55.2
42,Female,157.5,43.6,4.5,4,13,52.3,1929.0,105.0,6.7,5.2,3.7,Yes,6,43.0
18,Female,162.5,48.7,5.1,3,15,43.8,2430.0,95.0,7.6,6.8,1.0,No,38,50.6
19,Female,162.2,45.5,2.1,1,5,76.6,2084.0,93.0,7.9,6.8,3.5,No,19,46.3
27,Female,167.0,46.4,1.0,5,15,47.0,1952.0,113.0,5.9,1.2,5.9,No,12,47.5
62,Male,175.5,62.3,0.8,6,9,23.2,2646.0,177.0,7.1,4.3,4.8,No,24,62.8
27,Female,170.9,51.0,0.3,2,14,71.7,2209.0,88.0,6.6,5.3,2.2,No,22,54.5
29,Male,168.2,48.7,0.4,7,12,62.8,2744.0,176.0,7.3,6.6,4.9,No,52,54.0
36,Female,157.8,46.1,0.3,3,6,82.7,2180.0,111.0,7.2,4.1,5.2,Yes,18,46.4
40,Male,166.8,50.4,0.8,7,14,82.7,2654.0,149.0,7.8,6.7,1.0,No,30,52.6
32,Male,181.8,63.6,1.6,4,10,31.5,2098.0,167.0,7.0,4.3,3.7,Yes,48,65.5
42,Female,159.9,45.5,3.4,6,9,25.6,2428.0,147.0,6.4,4.2,8.1,No,41,47.2
18,Female,168.3,51.8,0.6,7,5,76.3,2392.0,147.0,8.5,8.5,1.7,No,28,54.3
22,Male,177.7,61.9,0.7,5,10,63.3,2684.0,174.0,5.9,4.1,5.5,No,10,63.1
42,Female,160.7,48.9,1.1,4,11,10.9,1657.0,111.0,6.7,3.8,8.3,No,22,50.6
30,Male,180.9,69.2,0.0,2,4,31.6,2326.0,142.0,6.5,4.8,3.5,No,8,71.1
18,Male,182.6,65.2,0.3,2,13,28.6,2345.0,105.0,7.9,8.7,3.5,No,52,66.7
18,Female,159.2,44.5,2.6,4,5,37.9,2124.0,126.0,7.2,4.0,6.0,No,32,45.5
22,Male,168.7,50.2,0.8,1,9,36.3,2299.0,93.0,9.7,7.5,1.7,No,20,51.8
30,Female,173.5,59.0,0.3,2,14,74.3,2086.0,136.0,6.5,4.3,8.1,No,9,60.5
35,Male,181.1,69.2,3.9,7,10,42.7,2917.0,217.0,8.8,8.9,1.0,Yes,23,68.6
27,Female,159.1,46.7,2.2,4,9,27.3,2323.0,119.0,7.3,6.3,5.2,No,8,47.5
34,Female,163.8,47.8,0.6,2,11,30.1,2002.0,84.0,7.4,7.0,1.0,Yes,36,50.4
26,Male,168.1,54.4,5.1,3,7,72.9,2632.0,126.0,5.3,1.1,7.2,No,43,57.1
42,Male,179.4,65.1,6.1,7,15,79.0,3125.0,181.0,8.6,9.6,1.0,No,36,68.7
